나이,회사와의마찰,출장,일당,부서,거리,학력,전공,사번,만족도,성별,시급,참여프로젝트,근속연차,직급,직업만족도,결혼여부,월급,이직회수,성인여부,야근,업무평가,주변평가,근무기준시간,스톡옵션레벨,경력,전년도교육출장횟수,워라밸,현회사근속년수
48,No,1~29회,1355,R&D,4,4,사회과학계열,1024,3,Male,78,2,3,연구직 관리자,3,Single,10999,7,Y,No,보통,2,80,0,27,3,3,15
41,No,1~29회,549,R&D,7,2,자연과학계열,1025,4,Female,42,3,2,제조 책임자,3,Single,5003,6,Y,No,보통,2,80,0,8,6,3,2
39,No,1~29회,466,R&D,1,1,사회과학계열,1026,4,Female,65,2,4,제조 책임자,4,Married,12742,1,Y,No,보통,3,80,1,21,3,3,21
27,No,1~29회,1055,R&D,2,4,사회과학계열,1027,1,Female,47,3,2,제조 책임자,4,Married,4227,0,Y,No,보통,2,80,1,4,2,3,3
35,No,1~29회,802,R&D,10,3,기타,1028,2,Male,45,3,1,엔지니어,4,Divorced,3917,1,Y,No,좋다,1,80,1,3,4,2,3
42,No,1~29회,265,영업,5,2,상경계열,1029,4,Male,90,3,5,인사관리자,3,Married,18303,6,Y,No,보통,2,80,0,21,3,4,1
50,No,1~29회,804,R&D,9,3,사회과학계열,1030,1,Male,64,3,1,엔지니어,4,Married,2380,4,Y,No,보통,2,80,0,8,5,3,1
59,No,1~29회,715,R&D,2,3,사회과학계열,1032,3,Female,69,2,4,제조 책임자,4,Single,13726,3,Y,Yes,보통,1,80,0,30,4,3,5
37,Yes,1~29회,1141,R&D,11,2,자연과학계열,1033,1,Female,61,1,2,연구직 관리자,2,Married,4777,5,Y,No,보통,1,80,0,15,2,1,1
55,No,30회 이상,135,R&D,18,4,자연과학계열,1034,3,Male,62,3,2,연구직 관리자,2,Married,6385,3,Y,Yes,보통,4,80,2,17,3,3,8
41,No,0회,247,R&D,7,1,사회과학계열,1035,2,Female,55,1,5,연구 관리자,3,Divorced,19973,1,Y,No,좋다,2,80,2,21,3,3,21
38,No,1~29회,1035,영업,3,4,사회과학계열,1036,2,Male,42,3,2,영업직,4,Single,6861,8,Y,Yes,보통,3,80,0,19,1,3,1
26,Yes,0회,265,영업,29,2,자연과학계열,1037,2,Male,79,1,2,영업직,1,Single,4969,8,Y,No,보통,4,80,0,7,6,3,2
52,Yes,1~29회,266,영업,2,1,상경계열,1038,1,Female,57,1,5,인사관리자,4,Married,19845,1,Y,No,보통,4,80,1,33,3,3,32
44,No,1~29회,1448,영업,28,3,자연과학계열,1039,4,Female,53,4,4,영업직,4,Married,13320,3,Y,Yes,보통,3,80,1,23,2,3,12
50,No,0회,145,영업,1,3,사회과학계열,1040,4,Female,95,3,2,영업직,3,Married,6347,0,Y,No,보통,1,80,1,19,3,3,18
36,Yes,1~29회,885,R&D,16,4,사회과학계열,1042,3,Female,43,4,1,엔지니어,1,Single,2743,1,Y,No,보통,3,80,0,18,1,3,17
39,No,30회 이상,945,R&D,22,3,자연과학계열,1043,4,Female,82,3,3,제조 책임자,1,Single,10880,1,Y,Yes,보통,3,80,0,21,2,3,21
33,No,0회,1038,영업,8,1,사회과학계열,1044,2,Female,88,2,1,영업 담당자,4,Single,2342,0,Y,No,보통,4,80,0,3,2,2,2
45,No,1~29회,1234,영업,11,2,사회과학계열,1045,4,Female,90,3,4,인사관리자,4,Married,17650,3,Y,No,보통,2,80,1,26,4,4,9
32,No,0회,1109,R&D,29,4,자연과학계열,1046,4,Female,69,3,1,엔지니어,3,Single,4025,9,Y,No,보통,2,80,0,10,2,3,8
34,No,1~29회,216,영업,1,4,상경계열,1047,2,Male,75,4,2,영업직,4,Divorced,9725,0,Y,No,보통,4,80,1,16,2,2,15
59,No,1~29회,1089,영업,1,2,공학계열,1048,2,Male,66,3,3,인사관리자,4,Married,11904,3,Y,Yes,보통,3,80,1,14,1,1,6
45,No,1~29회,788,사무직,24,4,자연과학계열,1049,2,Male,36,3,1,인사사원,2,Single,2177,1,Y,No,보통,1,80,0,6,3,3,6
53,No,30회 이상,124,영업,2,3,상경계열,1050,3,Female,38,2,3,영업직,2,Married,7525,2,Y,No,보통,1,80,1,30,2,3,15
36,Yes,1~29회,660,R&D,15,3,기타,1052,1,Male,81,3,2,엔지니어,3,Divorced,4834,7,Y,No,보통,2,80,1,9,3,2,1
26,Yes,30회 이상,342,R&D,2,3,사회과학계열,1053,1,Male,57,3,1,연구직,1,Married,2042,6,Y,Yes,보통,2,80,1,6,2,3,3
34,No,1~29회,1333,영업,10,4,사회과학계열,1055,3,Female,87,3,1,영업 담당자,3,Married,2220,1,Y,Yes,보통,4,80,1,1,2,3,1
28,No,1~29회,1144,영업,10,1,자연과학계열,1056,4,Male,74,3,1,영업 담당자,2,Married,1052,1,Y,No,좋다,2,80,0,1,5,3,1
38,No,30회 이상,1186,R&D,3,4,기타,1060,3,Male,44,3,1,연구직,3,Married,2821,3,Y,No,보통,1,80,1,8,2,3,2
50,No,1~29회,1464,R&D,2,4,자연과학계열,1061,2,Male,62,3,5,연구 관리자,3,Married,19237,2,Y,Yes,보통,4,80,1,29,2,2,8
37,No,1~29회,124,R&D,3,3,기타,1062,4,Female,35,3,2,연구직 관리자,2,Single,4107,3,Y,No,보통,1,80,0,8,3,2,4
40,No,1~29회,300,영업,26,3,상경계열,1066,3,Male,74,3,2,영업직,1,Married,8396,1,Y,No,보통,2,80,1,8,3,2,7
26,No,30회 이상,921,R&D,1,1,자연과학계열,1068,1,Female,66,2,1,연구직,3,Divorced,2007,1,Y,No,보통,3,80,2,5,5,3,5
46,No,1~29회,430,R&D,1,4,자연과학계열,1069,4,Male,40,3,5,연구 관리자,4,Divorced,19627,9,Y,No,보통,4,80,2,23,0,3,2
54,No,1~29회,1082,영업,2,4,사회과학계열,1070,3,Female,41,2,3,영업직,3,Married,10686,6,Y,No,보통,2,80,1,13,4,3,9
56,No,30회 이상,1240,R&D,9,3,자연과학계열,1071,1,Female,63,3,1,연구직,3,Married,2942,2,Y,No,보통,2,80,1,18,4,3,5
36,No,1~29회,796,R&D,12,5,자연과학계열,1073,4,Female,51,2,3,제조 책임자,4,Single,8858,0,Y,No,보통,2,80,0,15,2,2,14
55,No,0회,444,R&D,2,1,자연과학계열,1074,3,Male,40,2,4,인사관리자,1,Single,16756,7,Y,No,보통,2,80,0,31,3,4,9
43,No,1~29회,415,영업,25,3,자연과학계열,1076,3,Male,79,2,3,영업직,4,Divorced,10798,5,Y,No,보통,3,80,1,18,5,3,1
20,Yes,30회 이상,769,영업,9,3,상경계열,1077,4,Female,54,3,1,영업 담당자,4,Single,2323,1,Y,Yes,보통,2,80,0,2,3,3,2
21,Yes,1~29회,1334,R&D,10,3,사회과학계열,1079,3,Female,36,2,1,엔지니어,1,Single,1416,1,Y,No,보통,1,80,0,1,6,2,1
46,No,1~29회,1003,R&D,8,4,사회과학계열,1080,4,Female,74,2,2,연구직,1,Divorced,4615,8,Y,Yes,좋다,1,80,3,19,2,3,16
51,Yes,1~29회,1323,R&D,4,4,사회과학계열,1081,1,Male,34,3,1,연구직,3,Married,2461,9,Y,Yes,보통,3,80,3,18,2,4,10
28,Yes,0회,1366,R&D,24,2,공학계열,1082,2,Male,72,2,3,연구직 관리자,1,Single,8722,1,Y,No,보통,1,80,0,10,2,2,10
26,No,1~29회,192,R&D,1,2,자연과학계열,1083,1,Male,59,2,1,엔지니어,1,Married,3955,1,Y,No,보통,1,80,2,6,2,3,5
30,No,1~29회,1176,R&D,20,3,기타,1084,3,Male,85,3,2,제조 책임자,1,Married,9957,0,Y,No,보통,3,80,1,7,1,2,6
41,No,1~29회,509,R&D,7,2,공학계열,1085,2,Female,43,4,1,연구직,3,Married,3376,1,Y,No,보통,3,80,0,10,3,3,10
38,No,1~29회,330,R&D,17,1,사회과학계열,1088,3,Female,65,2,3,연구직 관리자,3,Married,8823,0,Y,No,보통,1,80,1,20,4,2,19
40,No,1~29회,1492,R&D,20,4,공학계열,1092,1,Male,61,3,3,연구직 관리자,4,Married,10322,4,Y,No,좋다,4,80,1,14,6,3,11
27,No,0회,1277,R&D,8,5,사회과학계열,1094,1,Male,87,1,1,엔지니어,3,Married,4621,1,Y,No,보통,4,80,3,3,4,3,3
55,No,30회 이상,1091,R&D,2,1,사회과학계열,1096,4,Male,65,3,3,제조 책임자,2,Married,10976,3,Y,No,보통,2,80,1,23,4,3,3
28,No,1~29회,857,R&D,10,3,기타,1097,3,Female,59,3,2,연구직,3,Single,3660,3,Y,No,보통,4,80,0,10,4,4,8
44,Yes,1~29회,1376,사무직,1,2,자연과학계열,1098,2,Male,91,2,3,인사사원,1,Married,10482,9,Y,No,보통,4,80,1,24,1,3,20
33,No,1~29회,654,R&D,5,3,사회과학계열,1099,4,Male,34,2,3,연구직 관리자,4,Divorced,7119,4,Y,No,보통,3,80,1,9,2,3,3
35,Yes,1~29회,1204,영업,4,3,공학계열,1100,4,Male,86,3,3,영업직,1,Single,9582,0,Y,Yes,좋다,1,80,0,9,2,3,8
33,Yes,30회 이상,827,R&D,29,4,자연과학계열,1101,1,Female,54,2,2,연구직,3,Single,4508,1,Y,No,좋다,2,80,0,14,4,3,13
28,No,1~29회,895,R&D,15,2,사회과학계열,1102,1,Male,50,3,1,엔지니어,3,Divorced,2207,1,Y,No,보통,4,80,1,4,5,2,4
34,No,30회 이상,618,R&D,3,1,사회과학계열,1103,1,Male,45,3,2,연구직 관리자,4,Single,7756,0,Y,No,보통,3,80,0,7,1,2,6
37,No,1~29회,309,영업,10,4,사회과학계열,1105,4,Female,88,2,2,영업직,4,Divorced,6694,2,Y,Yes,보통,3,80,3,8,5,3,1
25,Yes,1~29회,1219,R&D,4,1,공학계열,1106,4,Male,32,3,1,엔지니어,4,Married,3691,1,Y,Yes,보통,2,80,1,7,3,4,7
26,Yes,1~29회,1330,R&D,21,3,자연과학계열,1107,1,Male,37,3,1,엔지니어,3,Divorced,2377,1,Y,No,좋다,3,80,1,1,0,2,1
33,Yes,1~29회,1017,R&D,25,3,자연과학계열,1108,1,Male,55,2,1,연구직,2,Single,2313,4,Y,Yes,좋다,2,80,0,5,0,3,2
42,No,1~29회,469,R&D,2,2,자연과학계열,1109,4,Male,35,3,4,인사관리자,1,Married,17665,0,Y,No,보통,4,80,1,23,3,3,22
28,Yes,30회 이상,1009,R&D,1,3,자연과학계열,1111,1,Male,45,2,1,엔지니어,2,Divorced,2596,1,Y,No,보통,1,80,2,1,2,3,1
50,Yes,30회 이상,959,영업,1,4,기타,1113,4,Male,81,3,2,영업직,3,Single,4728,3,Y,Yes,보통,4,80,0,5,4,3,0
33,No,30회 이상,970,영업,7,3,사회과학계열,1114,4,Female,30,3,2,영업직,2,Married,4302,0,Y,No,보통,3,80,1,4,3,3,3
34,No,0회,697,R&D,3,4,사회과학계열,1115,3,Male,40,2,1,연구직,4,Married,2979,3,Y,No,보통,4,80,3,6,2,3,0
48,No,0회,1262,R&D,1,4,자연과학계열,1116,1,Male,35,4,4,인사관리자,4,Single,16885,2,Y,No,좋다,3,80,0,27,3,2,5
45,No,0회,1050,영업,9,4,사회과학계열,1117,2,Female,65,2,2,영업직,3,Married,5593,1,Y,No,보통,4,80,1,15,2,3,15
52,No,1~29회,994,R&D,7,4,사회과학계열,1118,2,Male,87,3,3,연구직 관리자,2,Single,10445,7,Y,No,보통,4,80,0,18,4,3,8
38,No,1~29회,770,영업,10,4,상경계열,1119,3,Male,73,2,3,영업직,3,Divorced,8740,0,Y,Yes,보통,2,80,2,9,2,3,8
29,No,1~29회,1107,R&D,28,4,사회과학계열,1120,3,Female,93,3,1,연구직,4,Divorced,2514,4,Y,No,좋다,1,80,1,11,1,3,7
28,No,1~29회,950,R&D,3,3,자연과학계열,1121,4,Female,93,3,3,제조 책임자,2,Divorced,7655,0,Y,No,보통,2,80,3,10,3,2,9
46,No,1~29회,406,영업,3,1,상경계열,1124,1,Male,52,3,4,인사관리자,3,Married,17465,3,Y,No,보통,4,80,1,23,3,3,12
38,No,1~29회,130,영업,2,2,상경계열,1125,4,Male,32,3,3,영업직,2,Single,7351,7,Y,No,보통,3,80,0,10,2,3,1
43,No,30회 이상,1082,R&D,27,3,사회과학계열,1126,3,Female,83,3,3,제조 책임자,1,Married,10820,8,Y,No,보통,3,80,1,18,1,3,8
39,Yes,30회 이상,203,R&D,2,3,사회과학계열,1127,1,Male,84,3,4,연구직 관리자,4,Divorced,12169,7,Y,No,보통,4,80,3,21,4,3,18
40,No,1~29회,1308,R&D,14,3,자연과학계열,1128,3,Male,44,2,5,연구 관리자,3,Single,19626,1,Y,No,보통,1,80,0,21,2,4,20
21,No,1~29회,984,R&D,1,1,공학계열,1131,4,Female,70,2,1,연구직,2,Single,2070,1,Y,Yes,보통,3,80,0,2,6,4,2
39,No,0회,439,R&D,9,3,사회과학계열,1132,3,Male,70,3,2,엔지니어,2,Single,6782,9,Y,No,보통,3,80,0,9,2,2,5
36,No,0회,217,R&D,18,4,사회과학계열,1133,1,Male,78,3,2,제조 책임자,4,Single,7779,2,Y,No,좋다,1,80,0,18,0,3,11
31,No,30회 이상,793,영업,20,3,사회과학계열,1135,3,Male,67,4,1,영업 담당자,4,Married,2791,0,Y,No,보통,1,80,1,3,4,3,2
28,No,1~29회,1451,R&D,2,1,사회과학계열,1136,1,Male,67,2,1,연구직,2,Married,3201,0,Y,No,보통,1,80,0,6,2,1,5
35,No,30회 이상,1182,영업,11,2,상경계열,1137,4,Male,54,3,2,영업직,4,Divorced,4968,1,Y,No,보통,4,80,1,5,3,3,5
49,No,1~29회,174,영업,8,4,공학계열,1138,4,Male,56,2,4,영업직,2,Married,13120,6,Y,No,보통,2,80,1,22,3,3,9
34,No,30회 이상,1003,R&D,2,2,사회과학계열,1140,4,Male,95,3,2,제조 책임자,3,Single,4033,2,Y,No,보통,4,80,0,5,3,2,3
29,No,30회 이상,490,R&D,10,3,사회과학계열,1143,4,Female,61,3,1,연구직,2,Divorced,3291,0,Y,No,보통,4,80,2,8,2,2,7
42,No,1~29회,188,R&D,29,3,자연과학계열,1148,2,Male,56,1,2,엔지니어,4,Single,4272,4,Y,No,보통,1,80,0,16,3,3,1
29,No,1~29회,718,R&D,8,1,자연과학계열,1150,2,Male,79,2,2,제조 책임자,4,Married,5056,1,Y,Yes,보통,3,80,1,10,2,2,10
38,No,1~29회,433,사무직,1,3,인문학,1152,3,Male,37,4,1,인사사원,3,Married,2844,1,Y,No,보통,4,80,1,7,2,4,7
28,No,30회 이상,773,R&D,6,3,사회과학계열,1154,3,Male,39,2,1,연구직,3,Divorced,2703,1,Y,Yes,보통,4,80,1,3,2,3,3
18,Yes,0회,247,R&D,8,1,자연과학계열,1156,3,Male,80,3,1,엔지니어,3,Single,1904,1,Y,No,보통,4,80,0,0,0,3,0
33,Yes,1~29회,603,영업,9,4,상경계열,1157,1,Female,77,3,2,영업직,1,Single,8224,0,Y,Yes,보통,1,80,0,6,3,3,5
41,No,1~29회,167,R&D,12,4,사회과학계열,1158,2,Male,46,3,1,엔지니어,4,Married,4766,3,Y,Yes,보통,1,80,1,6,4,3,1
31,Yes,30회 이상,874,R&D,15,3,자연과학계열,1160,3,Male,72,3,1,엔지니어,3,Married,2610,1,Y,No,보통,3,80,1,2,5,2,2
37,No,1~29회,367,R&D,25,2,자연과학계열,1161,3,Female,52,2,2,연구직 관리자,4,Divorced,5731,7,Y,No,보통,3,80,2,9,2,3,6
27,No,1~29회,199,R&D,6,3,사회과학계열,1162,4,Male,55,2,1,연구직,3,Married,2539,1,Y,No,보통,3,80,1,4,0,3,4
34,No,1~29회,1400,영업,9,1,사회과학계열,1163,2,Female,70,3,2,영업직,3,Married,5714,1,Y,No,좋다,1,80,0,6,3,2,6
35,No,1~29회,528,사무직,8,4,공학계열,1164,3,Male,100,3,1,인사사원,3,Single,4323,1,Y,No,보통,2,80,0,6,2,1,5
29,Yes,1~29회,408,영업,23,1,사회과학계열,1165,4,Female,45,2,3,영업직,1,Married,7336,1,Y,No,보통,1,80,1,11,3,1,11
40,No,30회 이상,593,R&D,9,4,자연과학계열,1166,2,Female,88,3,3,연구 관리자,3,Single,13499,9,Y,No,보통,3,80,0,20,3,2,18
42,Yes,30회 이상,481,영업,12,3,사회과학계열,1167,3,Male,44,3,4,영업직,1,Single,13758,0,Y,Yes,보통,2,80,0,22,2,2,21
42,No,1~29회,647,영업,4,4,상경계열,1171,2,Male,45,3,2,영업직,1,Single,5155,7,Y,No,보통,4,80,0,9,3,4,6
35,No,1~29회,982,R&D,1,4,자연과학계열,1172,4,Male,58,2,1,엔지니어,3,Married,2258,6,Y,No,보통,2,80,1,10,2,3,8
24,No,1~29회,477,R&D,24,3,자연과학계열,1173,4,Male,49,3,1,엔지니어,2,Single,3597,8,Y,No,좋다,4,80,0,6,2,3,4
28,Yes,1~29회,1485,R&D,12,1,사회과학계열,1175,3,Female,79,3,1,엔지니어,4,Married,2515,1,Y,Yes,보통,4,80,0,1,4,2,1
26,No,1~29회,1384,R&D,3,4,자연과학계열,1177,1,Male,82,4,1,엔지니어,4,Married,4420,1,Y,No,좋다,2,80,1,8,2,3,8
30,No,1~29회,852,영업,10,3,상경계열,1179,3,Male,72,2,2,영업직,3,Married,6578,1,Y,No,보통,1,80,1,10,3,3,10
40,No,30회 이상,902,R&D,26,2,자연과학계열,1180,3,Female,92,2,2,연구직,4,Married,4422,3,Y,Yes,보통,4,80,1,16,3,1,1
35,No,1~29회,819,R&D,2,3,사회과학계열,1182,3,Male,44,2,3,제조 책임자,2,Divorced,10274,2,Y,No,보통,2,80,1,15,2,4,7
34,No,30회 이상,669,R&D,1,3,자연과학계열,1184,4,Male,97,2,2,연구직 관리자,1,Single,5343,0,Y,No,좋다,3,80,0,14,3,3,13
35,No,30회 이상,636,R&D,4,4,기타,1185,4,Male,47,2,1,엔지니어,4,Married,2376,1,Y,No,보통,2,80,1,2,2,4,2
43,Yes,1~29회,1372,영업,9,3,상경계열,1188,1,Female,85,1,2,영업직,3,Single,5346,8,Y,No,보통,2,80,0,7,2,2,4
32,No,0회,862,영업,2,1,사회과학계열,1190,3,Female,76,3,1,영업 담당자,1,Divorced,2827,1,Y,No,보통,3,80,3,1,3,3,1
56,No,1~29회,718,R&D,4,4,공학계열,1191,4,Female,92,3,5,인사관리자,1,Divorced,19943,4,Y,No,보통,4,80,1,28,2,3,5
29,No,1~29회,1401,R&D,6,1,자연과학계열,1192,2,Female,54,3,1,엔지니어,4,Married,3131,1,Y,No,보통,1,80,1,10,5,3,10
19,No,1~29회,645,R&D,9,2,사회과학계열,1193,3,Male,54,3,1,연구직,1,Single,2552,1,Y,No,좋다,3,80,0,1,4,3,1
45,No,1~29회,1457,R&D,7,3,자연과학계열,1195,1,Female,83,3,1,연구직,3,Married,4477,4,Y,Yes,보통,3,80,1,7,2,2,3
37,No,1~29회,977,R&D,1,3,사회과학계열,1196,4,Female,56,2,2,제조 책임자,4,Married,6474,1,Y,No,보통,2,80,1,14,2,2,14
20,No,1~29회,805,R&D,3,3,사회과학계열,1198,1,Male,87,2,1,엔지니어,3,Single,3033,1,Y,No,보통,1,80,0,2,2,2,2
44,Yes,1~29회,1097,R&D,10,4,사회과학계열,1200,3,Male,96,3,1,연구직,3,Single,2936,1,Y,Yes,보통,3,80,0,6,4,3,6
53,No,1~29회,1223,R&D,7,2,자연과학계열,1201,4,Female,50,3,5,인사관리자,3,Divorced,18606,3,Y,No,보통,2,80,1,26,6,3,7
29,No,1~29회,942,R&D,15,1,사회과학계열,1202,2,Female,69,1,1,연구직,4,Married,2168,0,Y,Yes,보통,1,80,1,6,2,2,5
22,Yes,30회 이상,1256,R&D,3,4,사회과학계열,1203,3,Male,48,2,1,연구직,4,Married,2853,0,Y,Yes,보통,2,80,1,1,5,3,0
46,No,1~29회,1402,영업,2,3,상경계열,1204,3,Female,69,3,4,인사관리자,1,Married,17048,8,Y,No,좋다,1,80,0,28,2,3,26
44,No,0회,111,R&D,17,3,사회과학계열,1206,4,Male,74,1,1,연구직,3,Single,2290,2,Y,No,보통,4,80,0,6,3,3,0
33,No,1~29회,147,사무직,2,3,인문학,1207,2,Male,99,3,1,인사사원,3,Married,3600,1,Y,No,보통,4,80,1,5,2,3,5
41,Yes,0회,906,R&D,5,2,사회과학계열,1210,1,Male,95,2,1,연구직,1,Divorced,2107,6,Y,No,보통,1,80,1,5,2,1,1
30,No,1~29회,1329,영업,29,4,사회과학계열,1211,3,Male,61,3,2,영업직,1,Divorced,4115,8,Y,No,보통,3,80,3,8,3,3,4
40,No,30회 이상,1184,영업,2,4,자연과학계열,1212,2,Male,62,3,2,영업직,2,Married,4327,5,Y,No,보통,4,80,3,5,2,3,0
50,No,30회 이상,1421,R&D,2,3,자연과학계열,1215,4,Female,30,3,4,인사관리자,1,Married,17856,2,Y,No,좋다,3,80,1,32,3,3,2
28,No,1~29회,1179,R&D,19,4,자연과학계열,1216,4,Male,78,2,1,엔지니어,1,Married,3196,1,Y,No,보통,3,80,3,6,2,3,6
46,No,1~29회,1450,R&D,15,2,사회과학계열,1217,4,Male,52,3,5,연구 관리자,2,Married,19081,5,Y,No,보통,1,80,1,25,2,3,4
35,No,1~29회,1361,영업,17,4,사회과학계열,1218,3,Male,94,3,2,영업직,1,Married,8966,3,Y,Yes,보통,4,80,3,15,2,3,7
24,Yes,1~29회,984,R&D,17,2,사회과학계열,1219,4,Female,97,3,1,엔지니어,2,Married,2210,1,Y,No,보통,1,80,1,1,3,1,1
33,No,30회 이상,1146,영업,25,3,자연과학계열,1220,2,Female,82,3,2,영업직,3,Married,4539,1,Y,No,보통,1,80,1,10,3,2,10
36,No,1~29회,917,R&D,6,4,사회과학계열,1221,3,Male,60,1,1,엔지니어,3,Divorced,2741,1,Y,No,보통,3,80,1,7,4,3,7
30,No,1~29회,853,R&D,7,4,사회과학계열,1224,3,Male,49,3,2,엔지니어,3,Divorced,3491,1,Y,No,보통,1,80,3,10,4,2,10
44,No,1~29회,200,R&D,29,4,기타,1225,4,Male,32,3,2,연구직,4,Single,4541,1,Y,No,좋다,2,80,0,20,3,3,20
20,No,1~29회,654,영업,21,3,상경계열,1226,3,Male,43,4,1,영업 담당자,4,Single,2678,1,Y,No,보통,4,80,0,2,2,3,2
46,No,1~29회,150,R&D,2,4,공학계열,1228,4,Male,60,3,2,제조 책임자,4,Divorced,7379,2,Y,No,보통,3,80,1,12,3,2,6
42,No,0회,179,사무직,2,5,자연과학계열,1231,4,Male,79,4,2,인사사원,1,Married,6272,7,Y,No,보통,1,80,1,10,3,4,4
60,No,1~29회,696,영업,7,4,상경계열,1233,2,Male,52,4,2,영업직,4,Divorced,5220,0,Y,Yes,보통,2,80,1,12,3,3,11
32,No,30회 이상,116,R&D,13,3,기타,1234,3,Female,77,2,1,엔지니어,2,Married,2743,1,Y,No,좋다,3,80,1,2,2,3,2
32,No,30회 이상,1316,R&D,2,2,사회과학계열,1235,4,Female,38,3,2,연구직,3,Single,4998,4,Y,Yes,보통,4,80,0,10,2,3,8
36,No,1~29회,363,R&D,1,3,공학계열,1237,3,Female,77,1,3,제조 책임자,1,Divorced,10252,2,Y,Yes,좋다,3,80,1,17,2,3,7
33,No,1~29회,117,R&D,9,3,자연과학계열,1238,1,Male,60,3,1,연구직,4,Married,2781,0,Y,No,보통,2,80,1,15,5,3,14
40,No,1~29회,107,영업,10,3,공학계열,1239,2,Female,84,2,2,영업직,2,Divorced,6852,7,Y,No,보통,2,80,1,7,2,4,5
25,No,1~29회,1356,영업,10,4,사회과학계열,1240,3,Male,57,3,2,영업직,4,Single,4950,0,Y,No,보통,2,80,0,5,4,3,4
30,No,1~29회,1465,R&D,1,3,자연과학계열,1241,4,Male,63,3,1,연구직,2,Married,3579,0,Y,Yes,좋다,1,80,1,12,2,3,11
42,No,30회 이상,458,R&D,26,5,자연과학계열,1242,1,Female,60,3,3,연구 관리자,1,Married,13191,3,Y,Yes,보통,3,80,0,20,6,3,1
35,No,0회,1212,영업,8,2,상경계열,1243,3,Female,78,2,3,영업직,4,Married,10377,4,Y,Yes,보통,2,80,1,16,6,2,13
27,No,1~29회,1103,R&D,14,3,사회과학계열,1244,1,Male,42,3,1,연구직,1,Married,2235,1,Y,Yes,보통,4,80,2,9,3,2,9
54,No,30회 이상,966,R&D,1,4,사회과학계열,1245,4,Female,53,3,3,제조 책임자,3,Divorced,10502,7,Y,No,보통,1,80,1,33,2,1,5
44,No,1~29회,1117,R&D,2,1,사회과학계열,1246,1,Female,72,4,1,연구직,4,Married,2011,1,Y,No,보통,4,80,1,10,5,3,10
19,Yes,0회,504,R&D,10,3,자연과학계열,1248,1,Female,96,2,1,연구직,2,Single,1859,1,Y,Yes,좋다,2,80,0,1,2,4,1
29,No,1~29회,1010,R&D,1,3,사회과학계열,1249,1,Female,97,3,1,연구직,4,Divorced,3760,1,Y,No,보통,1,80,3,3,5,3,3
54,No,1~29회,685,R&D,3,3,사회과학계열,1250,4,Male,85,3,4,연구 관리자,4,Married,17779,3,Y,No,보통,1,80,0,36,2,3,10
31,No,1~29회,1332,R&D,11,2,자연과학계열,1251,3,Male,80,3,2,연구직 관리자,1,Married,6833,1,Y,Yes,보통,4,80,0,6,2,2,6
31,No,1~29회,1062,R&D,24,3,자연과학계열,1252,3,Female,96,2,2,연구직 관리자,1,Single,6812,1,Y,No,보통,2,80,0,10,2,3,10
59,No,1~29회,326,영업,3,3,사회과학계열,1254,3,Female,48,2,2,영업직,4,Single,5171,5,Y,No,보통,4,80,0,13,2,3,6
43,No,1~29회,920,R&D,3,3,사회과학계열,1255,3,Male,96,1,5,연구 관리자,4,Married,19740,3,Y,No,보통,2,80,1,25,2,3,8
49,No,1~29회,1098,R&D,4,2,자연과학계열,1256,1,Male,85,2,5,인사관리자,3,Married,18711,2,Y,No,보통,3,80,1,23,2,4,1
36,No,30회 이상,469,R&D,3,3,공학계열,1257,3,Male,46,3,1,연구직,2,Married,3692,1,Y,No,보통,3,80,0,12,2,2,11
48,No,1~29회,969,R&D,2,2,공학계열,1258,4,Male,76,4,1,엔지니어,2,Single,2559,5,Y,No,보통,3,80,0,7,4,2,1
27,No,1~29회,1167,R&D,4,2,사회과학계열,1259,1,Male,76,3,1,연구직,3,Divorced,2517,1,Y,No,보통,2,80,3,5,2,3,5
29,No,1~29회,1329,R&D,7,3,사회과학계열,1260,3,Male,82,3,2,연구직 관리자,4,Divorced,6623,1,Y,Yes,보통,2,80,2,6,2,3,6
48,No,1~29회,715,R&D,1,3,사회과학계열,1263,4,Male,76,2,5,연구 관리자,4,Single,18265,6,Y,No,보통,3,80,0,25,3,4,1
29,No,1~29회,694,R&D,1,3,사회과학계열,1264,4,Female,87,2,4,연구 관리자,4,Divorced,16124,3,Y,No,보통,2,80,2,9,2,2,7
34,No,1~29회,1320,R&D,20,3,공학계열,1265,3,Female,89,4,1,연구직,3,Married,2585,0,Y,No,보통,4,80,0,2,5,2,1
44,No,1~29회,1099,영업,5,3,상경계열,1267,2,Male,88,3,5,인사관리자,2,Married,18213,7,Y,No,보통,3,80,1,26,5,3,22
33,No,1~29회,536,영업,10,5,상경계열,1268,4,Male,82,4,3,영업직,3,Divorced,8380,0,Y,Yes,보통,4,80,2,10,3,3,9
19,No,1~29회,265,R&D,25,3,사회과학계열,1269,2,Female,57,4,1,연구직,4,Single,2994,1,Y,Yes,보통,4,80,0,1,2,3,1
23,No,1~29회,373,R&D,1,2,사회과학계열,1270,4,Male,47,3,1,연구직,3,Married,1223,1,Y,No,좋다,4,80,1,1,2,3,1
25,Yes,30회 이상,599,영업,24,1,사회과학계열,1273,3,Male,73,1,1,영업 담당자,4,Single,1118,1,Y,Yes,보통,4,80,0,1,4,3,1
